"","admin2","year","date","iso","household","individual","male","female","infant","child","youth","adult","elderly","fatalities","event","percent_adult","admin2pop","individual_norm"
"147","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"148","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"149","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"150","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"151","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"152","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"153","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"154","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"155","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"156","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"157","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"158","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"159","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"160","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"161","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"162","El Salam",2017,Dec 2017,"SDN",1430,10170,797,633,10170,NA,1564,4477,3707,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"163","El Salam",2017,Dec 2017,"SDN",1430,10170,797,633,10170,NA,1564,4477,3707,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"164","El Salam",2017,Dec 2017,"SDN",1430,10170,797,633,10170,NA,1564,4477,3707,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"165","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"166","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"167","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"168","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"169","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"170","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"171","El Salam",2017,Dec 2017,"SDN",1430,10170,797,633,10170,NA,1564,4477,3707,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"172","El Salam",2017,Dec 2017,"SDN",1430,10170,797,633,10170,NA,1564,4477,3707,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"173","El Salam",2017,Dec 2017,"SDN",1430,10170,797,633,10170,NA,1564,4477,3707,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"174","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"175","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"176","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
"177","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,55467.0729438663,0.183352022384383
"178","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,122082.154297967,0.0833045587906156
"179","El Salam",2017,Dec 2017,"SDN",1430,10170,5043,5127,1564,NA,4477,3707,421,3,4,53.6716242373753,413750.074262567,0.0245800560111709
