"","admin2","year","date","iso","household","individual","male","female","infant","child","youth","adult","elderly","fatalities","event","percent_adult","admin2pop","individual_norm"
"84","Basrah",2018,Feb 2018,"IRQ",1374,8244,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,1382805.16066197,0.00596179435434958
"85","Basrah",2018,Sep 2018,"IRQ",1229,7374,NA,NA,NA,NA,NA,NA,NA,43,18,48.9243491181601,1382805.16066197,0.00533263847270425
"86","Basrah",2019,Jul 2019,"IRQ",531,3186,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,1382805.16066197,0.00230401222864602
"87","Basrah",2018,Mar 2018,"IRQ",1339,8034,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,1382805.16066197,0.00580992914153864
"88","Basrah",2018,May 2018,"IRQ",1228,7368,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,1382805.16066197,0.00532829946662394
"89","Basrah",2020,Jan 2020,"IRQ",483,2898,NA,NA,NA,NA,NA,NA,NA,10,15,49.5799342505784,1382805.16066197,0.00209573993679101
"90","Basrah",2019,Jan 2019,"IRQ",584,3504,NA,NA,NA,NA,NA,NA,NA,0,2,49.2412841735641,1382805.16066197,0.00253397955090259
"91","Basrah",2018,Jul 2018,"IRQ",1216,7296,NA,NA,NA,NA,NA,NA,NA,1,3,48.9243491181601,1382805.16066197,0.00527623139366018
"92","Basrah",2018,Oct 2018,"IRQ",1237,7422,NA,NA,NA,NA,NA,NA,NA,2,1,48.9243491181601,1382805.16066197,0.00536735052134675
"93","Basrah",2018,Nov 2018,"IRQ",594,3564,NA,NA,NA,NA,NA,NA,NA,1,2,48.9243491181601,1382805.16066197,0.00257736961170571
"94","Basrah",2020,May 2020,"IRQ",485,2910,NA,NA,NA,NA,NA,NA,NA,3,5,49.5799342505784,1382805.16066197,0.00210441794895164
"95","Basrah",2020,Mar 2020,"IRQ",488,2928,NA,NA,NA,NA,NA,NA,NA,0,4,49.5799342505784,1382805.16066197,0.00211743496719257
"96","Basrah",2017,Dec 2017,"IRQ",1500,9000,NA,NA,NA,NA,NA,NA,NA,0,1,48.6581873876274,1382805.16066197,0.00650850912046898
"97","Chamchamal",2018,Jan 2018,"IRQ",6464,38784,NA,NA,NA,NA,NA,NA,NA,2,2,48.9243491181601,164689.579085253,0.235497596237848
"98","Chamchamal",2017,Dec 2017,"IRQ",6756,40536,NA,NA,NA,NA,NA,NA,NA,1,1,48.6581873876274,164689.579085253,0.246135792107503
"99","Chamchamal",2017,Nov 2017,"IRQ",7452,44712,NA,NA,NA,NA,NA,NA,NA,10,1,48.6581873876274,164689.579085253,0.271492587742024
"100","Chamchamal",2020,Mar 2020,"IRQ",1629,9774,NA,NA,NA,NA,NA,NA,NA,1,1,49.5799342505784,164689.579085253,0.0593480173687274
"101","Choman",2017,Oct 2017,"IRQ",6,36,NA,NA,NA,NA,NA,NA,NA,0,1,48.6581873876274,30320.3223678991,0.00118732246851419
"102","Choman",2017,Nov 2017,"IRQ",6,36,NA,NA,NA,NA,NA,NA,NA,0,2,48.6581873876274,30320.3223678991,0.00118732246851419
"103","Dahuk",2018,May 2018,"IRQ",13187,79122,NA,NA,NA,NA,NA,NA,NA,4,1,48.9243491181601,362646.144771606,0.218179625347543
"104","Dahuk",2018,Nov 2018,"IRQ",6151,36906,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,362646.144771606,0.10176862633751
"105","Dahuk",2018,Jan 2018,"IRQ",13679,82074,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,362646.144771606,0.226319791850235
"106","Dahuk",2019,Sep 2019,"IRQ",5319,31914,NA,NA,NA,NA,NA,NA,NA,0,2,49.2412841735641,362646.144771606,0.0880031415199502
"107","Dahuk",2018,Feb 2018,"IRQ",13486,80916,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,362646.144771606,0.223126596453854
"108","Dahuk",2018,Sep 2018,"IRQ",13036,78216,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,362646.144771606,0.215681322213587
"109","Dahuk",2017,Nov 2017,"IRQ",15161,90966,NA,NA,NA,NA,NA,NA,NA,1,1,48.6581873876274,362646.144771606,0.250839561681513
"110","Dahuk",2018,Mar 2018,"IRQ",13317,79902,NA,NA,NA,NA,NA,NA,NA,2,3,48.9243491181601,362646.144771606,0.220330482350287
"111","Dahuk",2018,Aug 2018,"IRQ",13168,79008,NA,NA,NA,NA,NA,NA,NA,1,2,48.9243491181601,362646.144771606,0.217865269324066
"112","Dahuk",2020,May 2020,"IRQ",5228,31368,NA,NA,NA,NA,NA,NA,NA,0,1,49.5799342505784,362646.144771606,0.0864975416180297
"113","Dahuk",2018,Jul 2018,"IRQ",13193,79158,NA,NA,NA,NA,NA,NA,NA,3,2,48.9243491181601,362646.144771606,0.218278895670747
"114","Daquq",2018,Aug 2018,"IRQ",8668,52008,NA,NA,NA,NA,NA,NA,NA,7,3,48.9243491181601,95967.4887179732,0.541933530769361
"115","Daquq",2018,Jan 2018,"IRQ",15180,91080,NA,NA,NA,NA,NA,NA,NA,4,5,48.9243491181601,95967.4887179732,0.949071411753449
"116","Daquq",2018,Jun 2018,"IRQ",9836,59016,NA,NA,NA,NA,NA,NA,NA,4,5,48.9243491181601,95967.4887179732,0.614958261265278
"117","Daquq",2018,Nov 2018,"IRQ",3659,21954,NA,NA,NA,NA,NA,NA,NA,14,4,48.9243491181601,95967.4887179732,0.22876497336007
"118","Daquq",2018,Jul 2018,"IRQ",9168,55008,NA,NA,NA,NA,NA,NA,NA,4,5,48.9243491181601,95967.4887179732,0.573194117454257
"119","Daquq",2018,Oct 2018,"IRQ",7310,43860,NA,NA,NA,NA,NA,NA,NA,21,13,48.9243491181601,95967.4887179732,0.457029777333183
"120","Daquq",2019,Jul 2019,"IRQ",3030,18180,NA,NA,NA,NA,NA,NA,NA,8,7,49.2412841735641,95967.4887179732,0.189439155310471
"121","Daquq",2017,Dec 2017,"IRQ",15622,93732,NA,NA,NA,NA,NA,NA,NA,7,8,48.6581873876274,95967.4887179732,0.976705770382897
"122","Daquq",2018,Feb 2018,"IRQ",13582,81492,NA,NA,NA,NA,NA,NA,NA,7,7,48.9243491181601,95967.4887179732,0.849162576708521
"123","Daquq",2018,May 2018,"IRQ",10706,64236,NA,NA,NA,NA,NA,NA,NA,7,8,48.9243491181601,95967.4887179732,0.669351682096998
"124","Daquq",2017,Oct 2017,"IRQ",20571,123426,NA,NA,NA,NA,NA,NA,NA,8,7,48.6581873876274,95967.4887179732,1.28612305739
"125","Daquq",2018,Mar 2018,"IRQ",12376,74256,NA,NA,NA,NA,NA,NA,NA,14,6,48.9243491181601,95967.4887179732,0.773762041624551
"126","Daquq",2018,Apr 2018,"IRQ",11498,68988,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,95967.4887179732,0.718868451405873
"127","Daquq",2019,Jan 2019,"IRQ",3553,21318,NA,NA,NA,NA,NA,NA,NA,2,1,49.2412841735641,95967.4887179732,0.222137728982872
"128","Daquq",2018,Sep 2018,"IRQ",7699,46194,NA,NA,NA,NA,NA,NA,NA,9,4,48.9243491181601,95967.4887179732,0.481350513774032
"129","Daquq",2020,May 2020,"IRQ",2774,16644,NA,NA,NA,NA,NA,NA,NA,5,6,49.5799342505784,95967.4887179732,0.173433734927804
"130","Daquq",2020,Jan 2020,"IRQ",2805,16830,NA,NA,NA,NA,NA,NA,NA,9,7,49.5799342505784,95967.4887179732,0.175371891302268
"131","Daquq",2019,May 2019,"IRQ",6406,38436,NA,NA,NA,NA,NA,NA,NA,1,4,49.2412841735641,95967.4887179732,0.40051063660689
"132","Daquq",2017,Nov 2017,"IRQ",17882,107292,NA,NA,NA,NA,NA,NA,NA,8,5,48.6581873876274,95967.4887179732,1.11800362219863
"133","Diwaniya",2018,Apr 2018,"IRQ",2871,17226,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,584191.178059459,0.0294869225126278
"134","Diwaniya",2020,Mar 2020,"IRQ",413,2478,NA,NA,NA,NA,NA,NA,NA,0,1,49.5799342505784,584191.178059459,0.00424176210300079
"135","Diwaniya",2018,Feb 2018,"IRQ",3158,18948,NA,NA,NA,NA,NA,NA,NA,8,2,48.9243491181601,584191.178059459,0.0324345877028487
"136","Diwaniya",2020,May 2020,"IRQ",413,2478,NA,NA,NA,NA,NA,NA,NA,0,2,49.5799342505784,584191.178059459,0.00424176210300079
"137","Diwaniya",2018,Jul 2018,"IRQ",2685,16110,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,584191.178059459,0.0275765889747146
"138","Diwaniya",2020,Jan 2020,"IRQ",415,2490,NA,NA,NA,NA,NA,NA,NA,1,7,49.5799342505784,584191.178059459,0.00426230332383857
"139","Dokan",2018,Jul 2018,"IRQ",2177,13062,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,69321.4858088158,0.188426428654806
"140","Dokan",2017,Dec 2017,"IRQ",3462,20772,NA,NA,NA,NA,NA,NA,NA,3,2,48.6581873876274,69321.4858088158,0.299647356914534
"141","Dokan",2018,Aug 2018,"IRQ",2256,13536,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,69321.4858088158,0.195264135528362
"142","Dokan",2017,Nov 2017,"IRQ",3514,21084,NA,NA,NA,NA,NA,NA,NA,81,2,48.6581873876274,69321.4858088158,0.304148125995861
"143","Dokan",2019,May 2019,"IRQ",1818,10908,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,69321.4858088158,0.157353811343334
"144","Erbil",2018,May 2018,"IRQ",65923,395538,NA,NA,NA,NA,NA,NA,NA,2,2,48.9243491181601,1253005.68306483,0.315671353566826
"145","Erbil",2018,Apr 2018,"IRQ",67442,404652,NA,NA,NA,NA,NA,NA,NA,5,2,48.9243491181601,1253005.68306483,0.32294506359319
"146","Erbil",2019,Jan 2019,"IRQ",31321,187926,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,1253005.68306483,0.149980165724657
"147","Erbil",2018,Sep 2018,"IRQ",63474,380844,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,1253005.68306483,0.303944351687585
"148","Erbil",2020,Jan 2020,"IRQ",35953,215718,NA,NA,NA,NA,NA,NA,NA,0,2,49.5799342505784,1253005.68306483,0.172160432243498
"149","Erbil",2019,Jul 2019,"IRQ",32434,194604,NA,NA,NA,NA,NA,NA,NA,3,1,49.2412841735641,1253005.68306483,0.155309750490518
"150","Erbil",2017,Oct 2017,"IRQ",92165,552990,NA,NA,NA,NA,NA,NA,NA,0,2,48.6581873876274,1253005.68306483,0.441330799591743
"151","Erbil",2018,Mar 2018,"IRQ",68547,411282,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,1253005.68306483,0.328236340472145
"152","Erbil",2018,Jul 2018,"IRQ",64108,384648,NA,NA,NA,NA,NA,NA,NA,5,4,48.9243491181601,1253005.68306483,0.306980251724922
"153","Erbil",2018,Jun 2018,"IRQ",64341,386046,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,1253005.68306483,0.308095968931073
"154","Falluja",2019,Jan 2019,"IRQ",6935,41610,NA,NA,NA,NA,NA,NA,NA,2,4,49.2412841735641,610264.466674738,0.0681835536431085
"155","Falluja",2018,Jan 2018,"IRQ",20497,122982,NA,NA,NA,NA,NA,NA,NA,5,1,48.9243491181601,610264.466674738,0.201522465612515
"156","Falluja",2018,Jun 2018,"IRQ",17474,104844,NA,NA,NA,NA,NA,NA,NA,1,4,48.9243491181601,610264.466674738,0.171800925214085
"157","Falluja",2019,Jul 2019,"IRQ",4348,26088,NA,NA,NA,NA,NA,NA,NA,3,2,49.2412841735641,610264.466674738,0.0427486793424998
"158","Falluja",2018,Oct 2018,"IRQ",16724,100344,NA,NA,NA,NA,NA,NA,NA,7,7,48.9243491181601,610264.466674738,0.164427072981593
"159","Falluja",2018,Apr 2018,"IRQ",17913,107478,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,610264.466674738,0.176117086720837
"160","Falluja",2019,Sep 2019,"IRQ",3235,19410,NA,NA,NA,NA,NA,NA,NA,3,3,49.2412841735641,610264.466674738,0.0318058826294818
"161","Falluja",2017,Nov 2017,"IRQ",25546,153276,NA,NA,NA,NA,NA,NA,NA,4,5,48.6581873876274,610264.466674738,0.251163238841651
"162","Falluja",2020,Mar 2020,"IRQ",3837,23022,NA,NA,NA,NA,NA,NA,NA,5,1,49.5799342505784,610264.466674738,0.0377246280214286
"163","Falluja",2018,Jul 2018,"IRQ",17116,102696,NA,NA,NA,NA,NA,NA,NA,4,4,48.9243491181601,610264.466674738,0.168281139748442
"164","Falluja",2017,Oct 2017,"IRQ",29268,175608,NA,NA,NA,NA,NA,NA,NA,7,6,48.6581873876274,610264.466674738,0.287757209520764
"165","Falluja",2018,May 2018,"IRQ",17694,106164,NA,NA,NA,NA,NA,NA,NA,2,2,48.9243491181601,610264.466674738,0.173963921868949
"166","Falluja",2018,Aug 2018,"IRQ",16386,98316,NA,NA,NA,NA,NA,NA,NA,10,6,48.9243491181601,610264.466674738,0.161103923575483
"167","Falluja",2018,Nov 2018,"IRQ",7931,47586,NA,NA,NA,NA,NA,NA,NA,10,2,48.9243491181601,610264.466674738,0.0779760294078578
"168","Falluja",2018,Sep 2018,"IRQ",16555,99330,NA,NA,NA,NA,NA,NA,NA,0,3,48.9243491181601,610264.466674738,0.162765498278538
"169","Falluja",2018,Mar 2018,"IRQ",18347,110082,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,610264.466674738,0.180384089212705
"170","Falluja",2020,May 2020,"IRQ",3779,22674,NA,NA,NA,NA,NA,NA,NA,8,4,49.5799342505784,610264.466674738,0.0371543834487826
"171","Falluja",2019,May 2019,"IRQ",12718,76308,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,610264.466674738,0.125040870257109
"172","Haditha",2018,May 2018,"IRQ",1146,6876,NA,NA,NA,NA,NA,NA,NA,3,1,48.9243491181601,101881.292781368,0.0674903096759435
"173","Haditha",2018,Mar 2018,"IRQ",1284,7704,NA,NA,NA,NA,NA,NA,NA,7,1,48.9243491181601,101881.292781368,0.0756174150295912
"174","Haditha",2017,Nov 2017,"IRQ",2174,13044,NA,NA,NA,NA,NA,NA,NA,10,1,48.6581873876274,101881.292781368,0.128031355353841
"175","Haditha",2019,Jan 2019,"IRQ",343,2058,NA,NA,NA,NA,NA,NA,NA,3,2,49.2412841735641,101881.292781368,0.020199979248559
"176","Haditha",2018,Jul 2018,"IRQ",864,5184,NA,NA,NA,NA,NA,NA,NA,3,1,48.9243491181601,101881.292781368,0.0508827465619679
"177","Haditha",2018,Sep 2018,"IRQ",844,5064,NA,NA,NA,NA,NA,NA,NA,2,2,48.9243491181601,101881.292781368,0.0497049052063668
"178","Haditha",2019,Jul 2019,"IRQ",335,2010,NA,NA,NA,NA,NA,NA,NA,3,1,49.2412841735641,101881.292781368,0.0197288427063186
"179","Haditha",2020,Mar 2020,"IRQ",200,1200,NA,NA,NA,NA,NA,NA,NA,0,1,49.5799342505784,101881.292781368,0.0117784135560111
"180","Haditha",2017,Oct 2017,"IRQ",2449,14694,NA,NA,NA,NA,NA,NA,NA,0,2,48.6581873876274,101881.292781368,0.144226673993356
"181","Haditha",2018,Apr 2018,"IRQ",1284,7704,NA,NA,NA,NA,NA,NA,NA,23,3,48.9243491181601,101881.292781368,0.0756174150295912
"182","Haditha",2020,May 2020,"IRQ",200,1200,NA,NA,NA,NA,NA,NA,NA,8,2,49.5799342505784,101881.292781368,0.0117784135560111
"183","Haditha",2019,May 2019,"IRQ",686,4116,NA,NA,NA,NA,NA,NA,NA,9,1,49.2412841735641,101881.292781368,0.040399958497118
"184","Halabja",2017,Dec 2017,"IRQ",2706,16236,NA,NA,NA,NA,NA,NA,NA,1,1,48.6581873876274,189903.8350254,0.0854959037442735
"185","Halabja",2017,Oct 2017,"IRQ",2691,16146,NA,NA,NA,NA,NA,NA,NA,1,1,48.6581873876274,189903.8350254,0.0850219796658685
"186","Halabja",2017,Nov 2017,"IRQ",2745,16470,NA,NA,NA,NA,NA,NA,NA,0,1,48.6581873876274,189903.8350254,0.0867281063481267
"187","Halabja",2020,Jan 2020,"IRQ",1063,6378,NA,NA,NA,NA,NA,NA,NA,0,1,49.5799342505784,189903.8350254,0.0335854196896389
"188","Halabja",2019,May 2019,"IRQ",1980,11880,NA,NA,NA,NA,NA,NA,NA,1,1,49.2412841735641,189903.8350254,0.0625579783494685
"189","Hamza",2019,Sep 2019,"IRQ",29,174,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,227957.682671193,0.000763299564906431
"190","Hamza",2020,Jan 2020,"IRQ",29,174,NA,NA,NA,NA,NA,NA,NA,0,2,49.5799342505784,227957.682671193,0.000763299564906431
"191","Hatra",2018,Mar 2018,"IRQ",542,3252,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,57030.9868916459,0.0570216329270003
"192","Hatra",2018,Jun 2018,"IRQ",188,1128,NA,NA,NA,NA,NA,NA,NA,2,1,48.9243491181601,57030.9868916459,0.0197787213842732
"193","Hatra",2020,Jan 2020,"IRQ",227,1362,NA,NA,NA,NA,NA,NA,NA,7,5,49.5799342505784,57030.9868916459,0.0238817540118618
"194","Hatra",2019,Sep 2019,"IRQ",215,1290,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,57030.9868916459,0.0226192824341422
"195","Hatra",2018,Nov 2018,"IRQ",118,708,NA,NA,NA,NA,NA,NA,NA,8,4,48.9243491181601,57030.9868916459,0.0124143038475757
"196","Hatra",2018,Jul 2018,"IRQ",184,1104,NA,NA,NA,NA,NA,NA,NA,5,2,48.9243491181601,57030.9868916459,0.0193578975250333
"197","Hatra",2018,Aug 2018,"IRQ",184,1104,NA,NA,NA,NA,NA,NA,NA,14,3,48.9243491181601,57030.9868916459,0.0193578975250333
"198","Hatra",2019,May 2019,"IRQ",324,1944,NA,NA,NA,NA,NA,NA,NA,14,2,49.2412841735641,57030.9868916459,0.0340867325984282
"199","Hatra",2017,Nov 2017,"IRQ",820,4920,NA,NA,NA,NA,NA,NA,NA,10,2,48.6581873876274,57030.9868916459,0.0862688911441702
"200","Hatra",2017,Oct 2017,"IRQ",1014,6084,NA,NA,NA,NA,NA,NA,NA,18,4,48.6581873876274,57030.9868916459,0.106678848317303
"201","Hatra",2020,May 2020,"IRQ",227,1362,NA,NA,NA,NA,NA,NA,NA,19,3,49.5799342505784,57030.9868916459,0.0238817540118618
"202","Hatra",2018,Feb 2018,"IRQ",540,3240,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,57030.9868916459,0.0568112209973804
"203","Hatra",2019,Jul 2019,"IRQ",202,1212,NA,NA,NA,NA,NA,NA,NA,13,4,49.2412841735641,57030.9868916459,0.0212516048916127
"204","Hatra",2018,Oct 2018,"IRQ",185,1110,NA,NA,NA,NA,NA,NA,NA,11,3,48.9243491181601,57030.9868916459,0.0194631034898433
"205","Hatra",2019,Jan 2019,"IRQ",118,708,NA,NA,NA,NA,NA,NA,NA,4,2,49.2412841735641,57030.9868916459,0.0124143038475757
"206","Hilla",2019,May 2019,"IRQ",588,3528,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,815561.503802776,0.00432585400800522
"207","Hilla",2019,Jul 2019,"IRQ",287,1722,NA,NA,NA,NA,NA,NA,NA,4,1,49.2412841735641,815561.503802776,0.00211142874200255
"208","Hilla",2018,Jun 2018,"IRQ",2377,14262,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,815561.503802776,0.0174873383963068
"209","Hilla",2018,May 2018,"IRQ",2694,16164,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,815561.503802776,0.0198194739754525
"210","Hilla",2018,Feb 2018,"IRQ",3702,22212,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,815561.503802776,0.0272352237034614
"211","Hilla",2018,Oct 2018,"IRQ",995,5970,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,815561.503802776,0.00732011009858026
"212","Hilla",2017,Oct 2017,"IRQ",5537,33222,NA,NA,NA,NA,NA,NA,NA,0,2,48.6581873876274,815561.503802776,0.0407351252420491
"213","Hilla",2018,Jul 2018,"IRQ",1986,11916,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,815561.503802776,0.0146107926188748
"214","Hilla",2020,Jan 2020,"IRQ",254,1524,NA,NA,NA,NA,NA,NA,NA,1,1,49.5799342505784,815561.503802776,0.00186865122114511
"215","Kalar",2017,Nov 2017,"IRQ",11313,67878,NA,NA,NA,NA,NA,NA,NA,1,1,48.6581873876274,194064.646513581,0.349770044258163
"216","Kalar",2019,Jul 2019,"IRQ",3922,23532,NA,NA,NA,NA,NA,NA,NA,4,2,49.2412841735641,194064.646513581,0.121258562148017
"217","Karkh",2018,Jan 2018,"IRQ",23684,142104,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,1548187.63959503,0.0917873236845962
"218","Karkh",2018,Feb 2018,"IRQ",20723,124338,NA,NA,NA,NA,NA,NA,NA,2,1,48.9243491181601,1548187.63959503,0.0803119704744083
"219","Karkh",2018,Sep 2018,"IRQ",11179,67074,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,1548187.63959503,0.0433242058550119
"220","Karkh",2018,Oct 2018,"IRQ",10379,62274,NA,NA,NA,NA,NA,NA,NA,3,1,48.9243491181601,1548187.63959503,0.040223806473671
"221","Karkh",2020,Mar 2020,"IRQ",1761,10566,NA,NA,NA,NA,NA,NA,NA,0,1,49.5799342505784,1548187.63959503,0.00682475413817657
"222","Karkh",2020,May 2020,"IRQ",1714,10284,NA,NA,NA,NA,NA,NA,NA,0,2,49.5799342505784,1548187.63959503,0.0066426056745228
"223","Karkh",2020,Jan 2020,"IRQ",1917,11502,NA,NA,NA,NA,NA,NA,NA,1,1,49.5799342505784,1548187.63959503,0.00742933201753804
"224","Karkh",2019,May 2019,"IRQ",7946,47676,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,1548187.63959503,0.0307947168551681
"225","Karkh",2019,Sep 2019,"IRQ",2465,14790,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,1548187.63959503,0.00955310559375653
"226","Kerbala",2018,Sep 2018,"IRQ",5096,30576,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,901516.961055487,0.0339161672168674
"227","Kerbala",2018,Jul 2018,"IRQ",5200,31200,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,901516.961055487,0.0346083338947626
"228","Kerbala",2018,Aug 2018,"IRQ",5123,30738,NA,NA,NA,NA,NA,NA,NA,0,1,48.9243491181601,901516.961055487,0.0340958643351671
"229","Kerbala",2018,Jan 2018,"IRQ",8191,49146,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,901516.961055487,0.054514781333077
"230","Kerbala",2019,Jul 2019,"IRQ",2560,15360,NA,NA,NA,NA,NA,NA,NA,1,1,49.2412841735641,901516.961055487,0.0170379489943447
"231","Kerbala",2018,Apr 2018,"IRQ",6577,39462,NA,NA,NA,NA,NA,NA,NA,1,1,48.9243491181601,901516.961055487,0.0437728869280488
"232","Kerbala",2020,Jan 2020,"IRQ",2289,13734,NA,NA,NA,NA,NA,NA,NA,3,12,49.5799342505784,901516.961055487,0.0152343223625215
"233","Kerbala",2019,Sep 2019,"IRQ",2502,15012,NA,NA,NA,NA,NA,NA,NA,12,2,49.2412841735641,901516.961055487,0.0166519329624416
"234","Kerbala",2020,May 2020,"IRQ",2249,13494,NA,NA,NA,NA,NA,NA,NA,1,2,49.5799342505784,901516.961055487,0.0149681044094848
"235","Kerbala",2020,Mar 2020,"IRQ",2249,13494,NA,NA,NA,NA,NA,NA,NA,1,1,49.5799342505784,901516.961055487,0.0149681044094848
"236","Khanaqin",2018,Sep 2018,"IRQ",6263,37578,NA,NA,NA,NA,NA,NA,NA,20,14,48.9243491181601,239104.829662196,0.157161191821552
"237","Khanaqin",2018,May 2018,"IRQ",6284,37704,NA,NA,NA,NA,NA,NA,NA,24,18,48.9243491181601,239104.829662196,0.157688157337799
"238","Khanaqin",2019,Jan 2019,"IRQ",2901,17406,NA,NA,NA,NA,NA,NA,NA,6,8,49.2412841735641,239104.829662196,0.0727965220300692
"239","Khanaqin",2017,Oct 2017,"IRQ",7477,44862,NA,NA,NA,NA,NA,NA,NA,20,7,48.6581873876274,239104.829662196,0.18762481737981
"240","Khanaqin",2018,Nov 2018,"IRQ",2932,17592,NA,NA,NA,NA,NA,NA,NA,3,7,48.9243491181601,239104.829662196,0.0735744235064333
"241","Khanaqin",2018,Oct 2018,"IRQ",6268,37608,NA,NA,NA,NA,NA,NA,NA,8,7,48.9243491181601,239104.829662196,0.157286659801611
"242","Khanaqin",2018,Jan 2018,"IRQ",6633,39798,NA,NA,NA,NA,NA,NA,NA,12,6,48.9243491181601,239104.829662196,0.166445822345898
"243","Khanaqin",2017,Nov 2017,"IRQ",7061,42366,NA,NA,NA,NA,NA,NA,NA,48,9,48.6581873876274,239104.829662196,0.177185881438924
"244","Khanaqin",2019,May 2019,"IRQ",5654,33924,NA,NA,NA,NA,NA,NA,NA,9,8,49.2412841735641,239104.829662196,0.1418791918504
"245","Khanaqin",2018,Mar 2018,"IRQ",6404,38424,NA,NA,NA,NA,NA,NA,NA,26,13,48.9243491181601,239104.829662196,0.160699388859208
"246","Khanaqin",2018,Apr 2018,"IRQ",6336,38016,NA,NA,NA,NA,NA,NA,NA,10,13,48.9243491181601,239104.829662196,0.15899302433041
"247","Khanaqin",2018,Aug 2018,"IRQ",6273,37638,NA,NA,NA,NA,NA,NA,NA,6,17,48.9243491181601,239104.829662196,0.15741212778167
"248","Khanaqin",2017,Dec 2017,"IRQ",6654,39924,NA,NA,NA,NA,NA,NA,NA,22,10,48.6581873876274,239104.829662196,0.166972787862144
"249","Khanaqin",2018,Jun 2018,"IRQ",6236,37416,NA,NA,NA,NA,NA,NA,NA,36,18,48.9243491181601,239104.829662196,0.156483664729235
"250","Khanaqin",2019,Sep 2019,"IRQ",2768,16608,NA,NA,NA,NA,NA,NA,NA,2,6,49.2412841735641,239104.829662196,0.0694590737605073
"251","Khanaqin",2019,Jul 2019,"IRQ",2759,16554,NA,NA,NA,NA,NA,NA,NA,13,12,49.2412841735641,239104.829662196,0.0692332313964016
"252","Khanaqin",2020,May 2020,"IRQ",2850,17100,NA,NA,NA,NA,NA,NA,NA,13,19,49.5799342505784,239104.829662196,0.0715167486334703
"253","Khanaqin",2018,Jul 2018,"IRQ",6262,37572,NA,NA,NA,NA,NA,NA,NA,28,17,48.9243491181601,239104.829662196,0.157136098225541
"254","Khanaqin",2018,Feb 2018,"IRQ",6443,38658,NA,NA,NA,NA,NA,NA,NA,10,3,48.9243491181601,239104.829662196,0.161678039103666
"255","Khanaqin",2020,Mar 2020,"IRQ",2864,17184,NA,NA,NA,NA,NA,NA,NA,8,8,49.5799342505784,239104.829662196,0.0718680589776347
"256","Khanaqin",2020,Jan 2020,"IRQ",2863,17178,NA,NA,NA,NA,NA,NA,NA,1,3,49.5799342505784,239104.829662196,0.071842965381623
"257","Kifri",2018,Mar 2018,"IRQ",8174,49044,NA,NA,NA,NA,NA,NA,NA,1,4,48.9243491181601,103147.804021422,0.475473040510047
"258","Kifri",2020,May 2020,"IRQ",1280,7680,NA,NA,NA,NA,NA,NA,NA,5,3,49.5799342505784,103147.804021422,0.0744562627664375
"259","Kifri",2019,Jul 2019,"IRQ",1390,8340,NA,NA,NA,NA,NA,NA,NA,4,1,49.2412841735641,103147.804021422,0.0808548478479283
