"","admin2","year","date","iso","household","individual","male","female","infant","child","youth","adult","elderly","fatalities","event","percent_adult","admin2pop","individual_norm"
"260","Kifri",2020,Mar 2020,"IRQ",1283,7698,NA,NA,NA,NA,NA,NA,NA,2,2,49.5799342505784,103147.804021422,0.0746307696322964
"261","Kifri",2019,Jan 2019,"IRQ",1534,9204,NA,NA,NA,NA,NA,NA,NA,0,1,49.2412841735641,103147.804021422,0.0892311774091525
"262","Kifri",2018,Feb 2018,"IRQ",8302,49812,NA,NA,NA,NA,NA,NA,NA,2,1,48.9243491181601,103147.804021422,0.482918666786691
"263","Kifri",2018,Apr 2018,"IRQ",6095,36570,NA,NA,NA,NA,NA,NA,NA,1,2,48.9243491181601,103147.804021422,0.354539782469873
"264","Kifri",2020,Jan 2020,"IRQ",1286,7716,NA,NA,NA,NA,NA,NA,NA,0,1,49.5799342505784,103147.804021422,0.0748052764981552
"265","Kifri",2018,Sep 2018,"IRQ",3402,20412,NA,NA,NA,NA,NA,NA,NA,0,2,48.9243491181601,103147.804021422,0.197890785883922
"266","Kifri",2018,Jun 2018,"IRQ",3847,23082,NA,NA,NA,NA,NA,NA,NA,0,3,48.9243491181601,103147.804021422,0.223775970986317
"267","Kifri",2018,Aug 2018,"IRQ",3410,20460,NA,NA,NA,NA,NA,NA,NA,7,1,48.9243491181601,103147.804021422,0.198356137526213
"268","Kifri",2019,May 2019,"IRQ",2824,16944,NA,NA,NA,NA,NA,NA,NA,3,1,49.2412841735641,103147.804021422,0.164269129728453
"269","Kifri",2019,Sep 2019,"IRQ",1344,8064,NA,NA,NA,NA,NA,NA,NA,2,2,49.2412841735641,103147.804021422,0.0781790759047594
"270","Kifri",2018,Jul 2018,"IRQ",3558,21348,NA,NA,NA,NA,NA,NA,NA,3,2,48.9243491181601,103147.804021422,0.206965142908582
"271","Kirkuk",2018,May 2018,"IRQ",33598,201588,NA,NA,NA,NA,NA,NA,NA,38,18,48.9243491181601,1086524.0783264,0.185534774627831
"272","Kirkuk",2019,Sep 2019,"IRQ",13471,80826,NA,NA,NA,NA,NA,NA,NA,8,5,49.2412841735641,1086524.0783264,0.0743895157155636
"273","Kirkuk",2018,Aug 2018,"IRQ",31369,188214,NA,NA,NA,NA,NA,NA,NA,14,13,48.9243491181601,1086524.0783264,0.173225797526651
"274","Kirkuk",2020,Jan 2020,"IRQ",13475,80850,NA,NA,NA,NA,NA,NA,NA,7,7,49.5799342505784,1086524.0783264,0.0744116045035424
"275","Kirkuk",2018,Jun 2018,"IRQ",33236,199416,NA,NA,NA,NA,NA,NA,NA,16,11,48.9243491181601,1086524.0783264,0.18353573931575
"276","Kirkuk",2019,May 2019,"IRQ",26818,160908,NA,NA,NA,NA,NA,NA,NA,7,5,49.2412841735641,1086524.0783264,0.148094279003785
"277","Kirkuk",2018,Apr 2018,"IRQ",34837,209022,NA,NA,NA,NA,NA,NA,NA,25,11,48.9243491181601,1086524.0783264,0.19237677670426
"278","Kirkuk",2018,Sep 2018,"IRQ",30760,184560,NA,NA,NA,NA,NA,NA,NA,14,9,48.9243491181601,1086524.0783264,0.16986277955688
"279","Kirkuk",2019,Jan 2019,"IRQ",13671,82026,NA,NA,NA,NA,NA,NA,NA,10,11,49.2412841735641,1086524.0783264,0.075493955114503
"280","Kirkuk",2017,Dec 2017,"IRQ",47700,286200,NA,NA,NA,NA,NA,NA,NA,23,16,48.6581873876274,1086524.0783264,0.263408796647048
"281","Kirkuk",2020,Mar 2020,"IRQ",13529,81174,NA,NA,NA,NA,NA,NA,NA,0,2,49.5799342505784,1086524.0783264,0.074709803141256
"282","Kirkuk",2018,Jul 2018,"IRQ",32308,193848,NA,NA,NA,NA,NA,NA,NA,21,8,48.9243491181601,1086524.0783264,0.178411140504671
"283","Kirkuk",2017,Oct 2017,"IRQ",68644,411864,NA,NA,NA,NA,NA,NA,NA,63,20,48.6581873876274,1086524.0783264,0.379065690503983
"284","Kirkuk",2018,Mar 2018,"IRQ",35937,215622,NA,NA,NA,NA,NA,NA,NA,34,14,48.9243491181601,1086524.0783264,0.198451193398427
"285","Kirkuk",2020,May 2020,"IRQ",13588,81528,NA,NA,NA,NA,NA,NA,NA,14,11,49.5799342505784,1086524.0783264,0.0750356127639432
"286","Kirkuk",2018,Feb 2018,"IRQ",38634,231804,NA,NA,NA,NA,NA,NA,NA,20,19,48.9243491181601,1086524.0783264,0.213344558693125
"287","Kirkuk",2017,Nov 2017,"IRQ",61056,366336,NA,NA,NA,NA,NA,NA,NA,39,7,48.6581873876274,1086524.0783264,0.337163259708222
"288","Kirkuk",2018,Nov 2018,"IRQ",14065,84390,NA,NA,NA,NA,NA,NA,NA,40,10,48.9243491181601,1086524.0783264,0.0776697007304137
"289","Kirkuk",2019,Jul 2019,"IRQ",13274,79644,NA,NA,NA,NA,NA,NA,NA,12,5,49.2412841735641,1086524.0783264,0.0733016429076083
"290","Kirkuk",2018,Jan 2018,"IRQ",41790,250740,NA,NA,NA,NA,NA,NA,NA,11,11,48.9243491181601,1086524.0783264,0.230772612408389
"291","Kirkuk",2018,Oct 2018,"IRQ",30229,181374,NA,NA,NA,NA,NA,NA,NA,28,23,48.9243491181601,1086524.0783264,0.166930492952696
"292","Koisnjaq",2018,Sep 2018,"IRQ",1570,9420,NA,NA,NA,NA,NA,NA,NA,14,1,48.9243491181601,109258.67330122,0.086217411537019
