data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7188315,566,NIG18065,18065,"30 August 2020",2020,1,"Violence against civilians",Attack,"Odekpe Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Refugees/IDPs (Nigeria); Police Forces of Nigeria (2015-)",7,47,"Western Africa",Nigeria,Edo,"Esan South East",,Uroh,6.8015,6.4376,2,"Daily Trust (Nigeria)",National,"On 30 August 2020, a communal militia from Odekpe attacked displaced locals of Allah-Onugwa at Igbamaka village located in Uroh (Esan South East LGA, Edo). The attack was a reprisal for the earlier killing of Odekpe locals. Two reported fatalities and one abduction of a policeman.",2,1599525367,NGA
7189937,566,NIG18063,18063,"30 August 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Ngala,,Missini,12.2574,14.0989,1,"Undisclosed Source","Local partner-Other","On 30 August 2020, Boko Haram or ISWAP clashed with military forces along Dikwa-Ngala road in Missini (Ngala LGA, Borno). Material damage reported",0,1599525371,NGA
7189829,566,NIG18060,18060,"29 August 2020",2020,1,"Violence against civilians",Attack,"Sokoto Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Sokoto,Silame,,Marafa,13.0164,4.7858,1,"Undisclosed Source","Local partner-Other","On 29 August 2020, a Sokoto Communal Militia attacked Marafa Ward (Silame LGA, Sokoto), killing one resident and kidnapping one.",1,1599525371,NGA
7187275,566,NIG18059,18059,"29 August 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Komala Communal Militia (Nigeria)",1,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Konduga,,Komala,11.4879,12.9658,1,"Daily Trust (Nigeria); AFP",National-International,"On 29 August 2020, Boko Haram attacked a convoy of Nigerian troops and local militiamen in Komala Village (Konduga LGA, Borno), killing at least nine soldiers and two local militiamen.",11,1599525365,NGA
7202123,566,NIG18109,18109,"29 August 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Unidentified Communal Militia (Nigeria)",1,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Konduga,,Komala,11.4879,12.9658,1,"Daily Trust (Nigeria); AFP",National-International,"On 29 August 2020, Boko Haram attacked the convoy of Nigerian troops and local militiamen in Komala Village (Konduga LGA, Borno), killing at least nine soldiers and two local militiamen.",11,1600112997,NGA
7187276,566,NIG18061,18061,"29 August 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Government of Nigeria (2015-); PDP: Peoples Democratic Party",7,37,"Western Africa",Nigeria,Bayelsa,Yenegoa,,Opolo,4.9572,6.3621,1,"Guardian (Nigeria); Sun (Nigeria); Sahara Reporters; Daily Independent (Nigeria); Nigeria Punch; Daily Trust (Nigeria)",National-Regional,"On 29 August 2020, unidentified gunmen attacked two persons, including a politician with the PDP party representing Ward 6 Sagbama Council Area of Bayelsa State, in Opolo (Yenegoa LGA, Bayelsa). Unknown reason for attack. One reported fatality and one reported injury.",1,1599525365,NGA
7227547,566,NIG18057,18057,"29 August 2020",2020,2,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","PDP: Peoples Democratic Party",7,37,"Western Africa",Nigeria,Edo,"Etsako West",,Agbede,6.8612,6.2629,1,"Daily Independent (Nigeria)",National,"Around 29 August 2020 (weekend of), unidentified gunmen attacked and shot at several residents and members of the Peoples Democratic Party at Agbede (Etsako West, Edo). Reason for attack was related to electoral violence. Reported injuries. Two suspects were arrested.",0,1600717729,NGA
7187272,566,NIG18049,18049,"28 August 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Nigeria)","Farmers (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Jere,,Alau,11.7454,13.2547,1,"AFP; Nigeria Punch",National-International,"On 28 August 2020, Boko Haram militants attacked farmers in Alau village (Jere LGA, Borno), killing two and abducting two.",2,1599525365,NGA
7187274,566,NIG18056,18056,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Gobirawa Communal Militia (Nigeria)",1,"Zamfara Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Zamfara,Bakura,,Gobirawa,12.4257,5.8135,1,"Nigeria Punch; Sahara Reporters; Blueprint",National-Regional,"On 28 August 2020, Nigerian troops and local militia members ambushed Zamfara Communal Militias at Gobirawa village (Bakura LGA, Zamfara), killing two.",2,1599525365,NGA
7201946,566,NIG18053,18053,"28 August 2020",2020,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Police Forces of Nigeria (2015-)",7,47,"Western Africa",Nigeria,Kaduna,Chikun,,Rido,10.4567,7.5119,1,"Premium Times (Nigeria); Nigeria Punch; The Cable (Nigeria); This Day (Nigeria); Sahara Reporters; Inside Arewa (Nigeria); Daily Independent (Nigeria)",Subnational-National,"On 28 August 2020, suspected Fulani herdsmen invaded Mararaba Rido (Chikun LGA, Kaduna), and kidnapped four people, including one police officer (assumed off-duty). Unknown reason for attack. Three of the victims were later found dead.",3,1600112989,NGA
7189177,566,NIG18050,18050,"28 August 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Health Workers (Nigeria)",7,37,"Western Africa",Nigeria,"Cross River",Calabar-Municipal,,Calabar,4.9667,8.3333,1,"Nigeria Punch",National,"On 28 August 2020, unidentified gunmen kidnapped a pediatrician with the University of Calabar Teaching Hospital around the Marian Road in Calabar (Calabar-Municipal, Cross River). Reason for abduction unknown.",0,1599525369,NGA
7189187,566,NIG18051,18051,"28 August 2020",2020,1,"Violence against civilians",Attack,"APC: All Progressives Congress",,3,"Civilians (Nigeria)","PDP: Peoples Democratic Party",7,37,"Western Africa",Nigeria,Edo,Akoko-Edo,,Makeke,7.4063,6.2125,1,"Nigerian Observer",Subnational,"On 28 August 2020, masked gunmen associated with All Progressives Congress opened fire on supporters associated with the Peoples Democratic Party at Makeke town (Akoko-Edo LGA, Edo), injuring seven people.",0,1599525369,NGA
7187266,566,NIG18041,18041,"27 August 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,57,"Western Africa",Nigeria,Delta,"Oshimili South",,Asaba,6.2006,6.7339,1,"CKN Nigeria; Nigeria Punch",National,"On 27 August 2020, a mob attacked and assaulted an FRSC officer along the Benin-Asaba Expressway in Asaba (Oshimili South LGA, Delta) for allegedly pushing a truck driver out of a moving vehicle. No reported fatalities. [size=no report]",0,1599525365,NGA
7187267,566,NIG18043,18043,"27 August 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","APC: All Progressives Congress",7,37,"Western Africa",Nigeria,Katsina,Dandume,,Dandume,11.4588,7.1261,1,"Inside Arewa (Nigeria); Daily Independent (Nigeria); Nigeria Punch; Sahara Reporters; Nigeria Herald",National-Regional,"On 27 August 2020, unidentified gunmen abducted the APC chairman for Dantankari 'A' ward and two others in Dandume (Dandume LGA, Katsina).",0,1599525365,NGA
7187268,566,NIG18044,18044,"27 August 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Ngala,,Gamboru,12.373,14.2069,2,"AFP; Guardian (Nigeria)",National-International,"On 27 August 2020, Boko Haram militants clashed with military forces during an ambush on a civilian convoy in Mussine in the Gamboru area (Ngala LGA, Borno), but were repelled by military troops. Two reported fatalities and 15 injuries.",2,1599525365,NGA
7187269,566,NIG18045,18045,"27 August 2020",2020,1,Battles,"Armed clash","Kaduna Communal Militia (Nigeria)",,4,"Juji Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Kaduna,Chikun,,Juji,10.4104,7.4589,1,"Sun (Nigeria); Sahara Reporters; Nigeria Punch; New Telegraph",National-Regional,"On 27 August 2020, Kaduna Communal Militias invaded Juji community (Chikun LGA, Kaduna), but were repelled by youths in the community. Two reported fatalities. [size=no report]",2,1599525365,NGA
7189915,566,NIG18042,18042,"27 August 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Military Forces of Nigeria (2015-)",,1,13,"Western Africa",Nigeria,Yobe,Damaturu,,Damaturu,11.747,11.9608,2,"Undisclosed Source","Local partner-Other","On 27 August 2020, an unidentified armed group clashed with military forces in Kasesa community (Damaturu LGA, Yobe), abducting one resident. Three kidnappers were killed and four arrested.",3,1599525371,NGA
7579670,566,NIG18037,18037,"26 August 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa)",,2,"Civilians (Nigeria)",,7,27,"Western Africa",Nigeria,Borno,Askira/Uba,,"Dutse Mussa",10.7298,13.1351,1,"Undisclosed Source","Local partner-Other","On 26 August 2020, ISWAP elements attacked Mussa Ward (Askira/Uba LGA, Borno), killing two and injuring nine, including one soldier.",2,1611613361,NGA
7187263,566,NIG18030,18030,"26 August 2020",2020,1,Riots,"Violent demonstration","Rioters (Nigeria)","Labour Group (Nigeria)",5,"Police Forces of Nigeria (2015-) Lagos State Environmental Task Force",,1,15,"Western Africa",Nigeria,Lagos,Alimosho,,"Abule Egba",6.6504,3.2851,2,"Nigeria Punch; Business Day (Nigeria); Sahara Reporters",National-Regional,"On 26 August 2020, transport workers rioted and clashed with police on the Lagos-Abeokuta Expressway in the Abule Egba area (Alimosho LGA, Lagos) over the alleged death of a boy. Injuries reported and five transport workers arrested. [size= at least 5]",0,1599525365,NGA
7187264,566,NIG18035,18035,"26 August 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa)",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Kaga,,Mainok,11.8288,12.6345,2,"Twitter; Hoop","Other-New media","On 26 August 2020, ISWAP elements ambushed Nigerian soldiers on the road between Maiduguri and Mainok (Kaga LGA, Borno), killing and wounding a number of soldiers. Unknown fatalities coded as 10.",10,1599525365,NGA
7189852,566,NIG18036,18036,"26 August 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Nigeria)","Farmers (Nigeria); Refugees/IDPs (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Monguno,,Monguno,12.6786,13.6079,2,"Undisclosed Source","Local partner-Other","On 26 August 2020, suspected Boko Haram operatives abducted and killed six farmers at Jeram village near Monguno (Monguno LGA, Borno)",6,1599525371,NGA
7302303,566,NIG18034,18034,"26 August 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa)",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Nganzai,,Gambori,12.5612,13.2924,1,"Undisclosed Source","Local partner-Other","On 26 August 2020, ISWAP elements clashed with Nigerian troops at Gambori along the Gajiram-Monguno road (Nganzai LGA, Borno). No fatalities and/or injuries reported.",0,1605559070,NGA
7189458,566,NIG18031,18031,"26 August 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)",,7,17,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,1,"Sahara Reporters",Regional,"On 26 August 2020, policemen assaulted and killed a motorcycle rider around the Born Photo area in Ibadan (Akinyele LGA, Oyo) over his refusal to pay a 50 Naira bribe.",1,1599525370,NGA
7189749,566,NIG18038,18038,"26 August 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Nigeria (2015-)","Ngala Communal Militia (Nigeria)",1,12,"Western Africa",Nigeria,Borno,Ngala,,Ngala,12.3377,14.1805,1,"Undisclosed Source","Local partner-Other","On 26 August 2020, suspected Boko Haram militants clashed with military troops and communal militia members in Ngala (Ngala LGA, Borno). BH had attempted to infiltrate the International School (ISS) IDP camp but were repelled.",0,1599525371,NGA
7187260,566,NIG18026,18026,"25 August 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa)",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Nganzai,,Gasarwa,12.6181,13.3323,1,"Hoop; Twitter; Undisclosed Source","Local partner-Other","On 25 August 2020, ISWAP ambushed Nigerian soldiers on the road between Gajiram and Mongun at Gasarawa village (Nganzai LGA, Borno), killing a number of soldiers and seizing weapons and ammunition. Unknown fatalities coded as 10.",10,1599525365,NGA
7187261,566,NIG18027,18027,"25 August 2020",2020,1,"Violence against civilians",Attack,"APC: All Progressives Congress",,3,"Civilians (Nigeria)","Government of Nigeria (2015-); PDP: Peoples Democratic Party",7,37,"Western Africa",Nigeria,Edo,"Owan East",,Ihievbe,7.0358,6.1177,1,"Sun (Nigeria); Nigerian Observer; Legit; Daily Trust (Nigeria); Daily Independent (Nigeria); Nigeria Punch",Subnational-National,"On 25 August 2020, gunmen allegedly associated with the All Progress Congress Party attacked the residence of the chairman of Owan East LGA in Ihievbe (Owan East LGA, Delta). Material damage reported. No reported fatalities.",0,1599525365,NGA
7189833,566,NIG18028,18028,"25 August 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa)",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Guzamala,,Mairari,12.7559,13.4349,1,"Undisclosed Source","Local partner-Other","On 25 August 2020, suspected ISWAP elements ambushed military troops along Monguno- Maiduguri road at Mairari Village (Guzamala LGA, Borno), but were repelled by troops. Reported injuries. Recovered weapons also reported.",0,1599525371,NGA
7187257,566,NIG18019,18019,"24 August 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa)",,2,12,"Western Africa",Nigeria,Borno,Monguno,,"Kirta Wulgo",12.7931,14.1209,1,"Sun (Nigeria); New Telegraph; Twitter; Sahara Reporters; Daily Leadership (Nigeria); Blueprint; Daily Trust (Nigeria); Daily Independent (Nigeria); Legit","New media-National","On 24 August 2020, the Nigerian Air Force conducted simultaneous air strikes against ISWAP elements at their hideouts in Sabon Tumbun (Kukawa LGA, Borno) and Kirta Wulgo (Monguno LGA, Borno), killing several militants including key commanders. Several fatalities coded as 10 and split across two events.",5,1599525365,NGA
7187258,566,NIG18022,18022,"24 August 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa)",,2,12,"Western Africa",Nigeria,Borno,Kukawa,,"Sabon Tumbun",13.0391,13.8086,1,"Sun (Nigeria); Legit; Daily Leadership (Nigeria); Blueprint; Daily Trust (Nigeria); New Telegraph; Twitter; Daily Independent (Nigeria); Sahara Reporters","New media-National","On 24 August 2020, the Nigerian Air Force conducted simultaneous air strikes against ISWAP elements at their hideouts in Sabon Tumbun (Kukawa LGA, Borno) and Kirta Wulgo (Monguno LGA, Borno), killing several militants including key commanders. Several fatalities coded as 10 and split across two events.",5,1599525365,NGA
7228046,566,NIG18187,18187,"24 August 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Nigeria)","Refugees/IDPs (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Jere,,Dusuman,11.9084,13.2435,1,ReliefWeb,Other,"On 24 August 2020, suspected Boko Haram members attacked the Musari Informal IDP and host community in Dusuman (Jere LGA, Borno), causing the significant displacement of residents",0,1600717737,NGA
7188647,566,NIG18055,18055,"24 August 2020",2020,1,Battles,"Armed clash","Katsina Communal Militia (Nigeria)",,4,"Safana Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Katsina,Safana,,Safana,12.9604,8.3621,2,"Inside Arewa (Nigeria)",National,"On 24 August 2020, two members of a Katsina Communal Militia clashed with another local militia in Yauni village in Safana (Safana LGA, Katsina). The Katsina communal militia attempted to abduct a woman, but were repelled by the local militia men. One suspect arrested and no fatalities and/or injuries reported.",0,1599525368,NGA
7189183,566,NIG18017,18017,"24 August 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Labour Group (Nigeria)",7,47,"Western Africa",Nigeria,Enugu,Udenu,,"Eha Amufu",6.6592,7.7596,1,"Nigeria Punch",National,"On 24 August 2020, suspected Fulani herdsmen kidnapped a businessman in Eha-Amufu (Isi-Uzo LGA, Enugu).",0,1599525369,NGA
7187140,566,NIG17823,17823,"24 August 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Students (Nigeria); Teachers (Nigeria)",7,37,"Western Africa",Nigeria,Kaduna,Chikun,,Damba,10.4832,7.2032,2,"Inside Arewa (Nigeria); AFP; Daily Leadership (Nigeria); Twitter; This Day (Nigeria); Concise News; Nigeria Punch; Sahara Reporters; Defense Post; Guardian (Nigeria); Nigeria Herald; Sun (Nigeria); Daily Post (Nigeria); Legit; Desert Herald; Daily Independent (Nigeria); Premium Times (Nigeria); New Telegraph","Other-New media","On 24 August 2020, unidentified gunmen invaded Damba-Kasaya village in Chikun LGA (Kaduna), killing one civilian and kidnapping students and a teacher. Material damage also reported. Gunmen have demanded a collective ransom to release victims.",1,1599525365,NGA
7189216,566,NIG18020,18020,"24 August 2020",2020,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Plateau,"Langtang North",,Langtang,9.1333,9.7833,2,"Premium Times (Nigeria)",National,"On 24 August 2020, Fulani herdsmen attacked Zemadede and Tanlang villages (Langtang North LGA, Plateau), killing ten residents.",10,1599525369,NGA
7187254,566,NIG18014,18014,"23 August 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Zamfara Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Zamfara,Bukkuyum,,Bukuyum,12.1377,5.4665,2,"Guardian (Nigeria); Premium Times (Nigeria); Daily Leadership (Nigeria); Daily Trust (Nigeria); New Telegraph; Nigeria Punch; CKN Nigeria; Sun (Nigeria); Daily Independent (Nigeria); Daily Post (Nigeria); Concise News; Sahara Reporters",National-Regional,"On 23 August 2020, military troops shot and killed a Zamfara communal militiaman along the Gadan Zaima-Zuru road (Bukkuyum LGA, Zamfara). Military forces arrested 150 suspected Zamfara Communal Militia members. Troops also recovered weapons.",1,1599525365,NGA
7187255,566,NIG18015,18015,"23 August 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)","IPOB: Indigenous Peoples of Biafra",5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Enugu,"Enugu East",,Emene,6.4759,7.584,1,"This Day (Nigeria); Legit; Desert Herald; Daily Leadership (Nigeria); New Telegraph; CKN Nigeria; Guardian (Nigeria); Vanguard (Nigeria); Nigeria Herald; Concise News; Daily Independent (Nigeria); Daily Post (Nigeria); Daily Champion; Nigeria Punch; Sun (Nigeria); Premium Times (Nigeria); AFP; Sahara Reporters",National-Regional,"On 23 August 2020, IPOB members clashed with security forces in Emene (Enugu East LGA, Enugu), when police attempted to disperse an IPOB meeting at St. Patrick's Community School. Police sources report between 2- 4 fatalities and 5 arrests while IPOB sources report 21 fatalities and 47 arrests. [size=at least 7]",2,1599525365,NGA
7187256,566,NIG18016,18016,"23 August 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,Ansaru,,3,13,"Western Africa",Nigeria,Kaduna,"Kaduna North",,Kaduna,10.5222,7.4383,3,"Twitter; Telegram; Undisclosed Source","Local partner-Other","On 23 August 2020, Ansaru reportedly attacked an army base in Kaduna State and killed over 35 soldiers. Material damage additionally reported.",35,1599525365,NGA
7202577,566,NIG18107,18107,"22 August 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Ondo,"Akure South",,Akure,7.2526,5.1931,2,"Sahara Reporters",Regional,"On 22 August 2020, unidentified armed men attacked and beat a voter at the polling unit in Akure South LGA (Ondo) for challenging the disruption of the election exercise. No reported fatalities.",0,1600112998,NGA
7202579,566,NIG18106,18106,"22 August 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Ondo,"Akure South",,Akure,7.2526,5.1931,3,"Sahara Reporters",Regional,"On 22 August 2020, unidentified armed men associated with political parties invaded and attacked residents in Ondo State, leaving many injured. Reason for attack related to electoral violence.",0,1600112998,NGA
7202580,566,NIG18108,18108,"22 August 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Ondo,"Akoko North West",,Ikare-Akoko,7.5167,5.75,2,"Sahara Reporters",Regional,"On 22 August 2020, armed men, associated with an undisclosed party, attacked a voter and destroyed his shop in Akoko (Akoko North West LGA, Ondo). The man was attacked after he attempted to prevent vote buying.",0,1600112998,NGA
7187251,566,NIG18009,18009,"22 August 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-)","Unidentified Armed Group (Nigeria)",1,"Civilians (Nigeria)","IMN: Islamic Movement In Nigeria; Muslim Group (Nigeria)",7,17,"Western Africa",Nigeria,Kaduna,"Kaduna North",,Kaduna,10.5222,7.4383,3,"Daily Post (Nigeria); Daily Champion; Nigeria Punch; This Day (Nigeria); Sahara Reporters; Guardian (Nigeria)",National-Regional,"On 22 August 2020, members of the Islamic Movement in Nigeria were attacked by policemen and unidentified armed men in Kaduna State. Unknown reason for attack. 3 fatalities were reported, as well as injuries and property damage/destruction.",3,1599525365,NGA
7189172,566,NIG18011,18011,"22 August 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,Chikun,,Kuriga,10.6858,6.8327,1,"Nigeria Herald",National,"On 22 August 2020, Kaduna Communual Militias abducted ten farmers in Kuriga village (Chikun LGA, Kaduna). Unknown reason for abduction.",0,1599525369,NGA
7189174,566,NIG18005,18005,"22 August 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-) Special Anti-Robbery Squad",,1,"Civilians (Nigeria)",,7,17,"Western Africa",Nigeria,Delta,"Oshimili South",,Asaba,6.2006,6.7339,1,"Nigeria Punch",National,"On 22 August 2020, operatives attached to the Special Anti-Robbery Squad assaulted and extorted a resident in the Koka area of Asaba (Oshimili South LGA, Delta). Reported injuries.",0,1599525369,NGA
7189448,566,NIG18008,18008,"22 August 2020",2020,1,"Violence against civilians",Attack,"APC: All Progressives Congress",,3,"Civilians (Nigeria)","PDP: Peoples Democratic Party",7,37,"Western Africa",Nigeria,Ondo,Ifedore,,Igbara-Oke,7.4117,5.0581,1,"Sahara Reporters",Regional,"On 22 August 2020, an armed group associated with the All Progressives Congress attacked a ward Chairman of the Peoples Democratic Party and his daughter at Igbara Oke (Ifedore LGA, Ondo) for influencing electorates to vote for African Democratic Party candidates in the local government election. No reported fatalities.",0,1599525370,NGA
7189449,566,NIG18007,18007,"22 August 2020",2020,2,"Violence against civilians",Attack,"Sokoto Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Street Traders (Nigeria)",7,47,"Western Africa",Nigeria,Sokoto,Tangaza,,"Gidan Madi",13.2949,4.9756,2,"Sahara Reporters",Regional,"Around 22 August 2020 (weekend of), Sokoto Communal Militias abducted a yet-to-be ascertained number of traders along Balle-Tangaza Road (Tangaza LGA, Sokoto).",0,1599525370,NGA
7189451,566,NIG18004,18004,"22 August 2020",2020,1,"Violence against civilians",Attack,"Military Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)","AAC: Africa Action Congress",7,17,"Western Africa",Nigeria,Ondo,Ese-Odo,,Ajagba,6.4236,4.9233,1,"Sahara Reporters",Regional,"On 22 August 2020, six members of the Africa Action Congress were abducted and tortured by Army officers in Ajagba (Ese-Odo LGA, Ondo). They were released four days later. Attack associated with the local government election.",0,1599525370,NGA
7189462,566,NIG18012,18012,"22 August 2020",2020,2,"Violence against civilians",Attack,"Sokoto Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Women (Nigeria)",7,47,"Western Africa",Nigeria,Sokoto,Tangaza,,Sutti,13.3398,5.0821,1,"Sahara Reporters",Regional,"Around 22 August 2020 (weekend of), Sokoto Communal Militias attacked Sutti Village (Tangaza LGA, Sokoto), kidnapping many residents including a new bride, the wife of the traditional chief and her baby.",0,1599525370,NGA
7189776,566,NIG18001,18001,"21 August 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,"Federal Capital Territory",Gwagwalada,,Anagada,9.0381,7.1735,1,"Undisclosed Source","Local partner-Other","On 21 August 2020, unidentified armed men robbed and abducted eight residents in Anagada (Gwagwalada LGA, FCT). Unknown reason for abduction.",0,1599525371,NGA
7187244,566,NIG17986,17986,"21 August 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Police Forces of Nigeria (2015-)",,1,13,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,1,"Sun (Nigeria); Guardian (Nigeria); Premium Times (Nigeria); Sahara Reporters; Nigeria Punch",National-Regional,"On 21 August 2020, unidentified gunmen clashed with policemen stationed in the Ikolaba area of Ibadan (Akinyele LGA, Oyo), killing one and injuring another. Reason for attack unknown.",1,1599525365,NGA
7187245,566,NIG17987,17987,"21 August 2020",2020,2,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Katsina Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Katsina,Faskari,,Faskari,11.7196,7.0272,2,"Premium Times (Nigeria); Nigeria Punch; Sun (Nigeria); Concise News; Nigeria Herald",National,"Around 21 August 2020 (as reported), Nigerian military troops clashed with suspected Katsina Communal militias on Faskari-Sheme Road (Faskari LGA, Katsina), rescuing two kidnapped persons. No fatalities and/or injuries reported.",0,1599525365,NGA
7187246,566,NIG17991,17991,"21 August 2020",2020,2,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Dikwa,,Warshale,12.0495,14.0967,1,"Guardian (Nigeria); Daily Leadership (Nigeria); Twitter","New media-National","Around 21 August 2020 (as reported), the Nigerian Airforce conducted air strikes against Boko Haram structures in Warshale (Dikwa LGA, Borno), killing scores. Unknown fatalities coded as 10.",10,1599525365,NGA
