"","admin2","date","iso","household","individual","male","female","infant","child","youth","adult","elderly","fatalities","event","year","admin2pop","individual_norm"
"1","Abiemnhom",Mar 2020,"SSD",78,421,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0137845377301427
"2","Abiemnhom",Mar 2020,"SSD",48,261,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.00854575854529034
"3","Abiemnhom",Mar 2020,"SSD",161,872,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0285513465574451
"4","Abiemnhom",Mar 2020,"SSD",274,1479,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0484259650899786
"5","Abiemnhom",Mar 2020,"SSD",75,406,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0132934021815628
"6","Abiemnhom",Mar 2020,"SSD",113,608,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0199073609024388
"7","Abiemnhom",Mar 2020,"SSD",158,852,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0278964991593386
"8","Abiemnhom",Mar 2020,"SSD",146,787,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0257682451154923
"9","Abiemnhom",Mar 2020,"SSD",46,249,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.00815285010642642
"10","Abiemnhom",Mar 2020,"SSD",304,1642,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0537629713845469
"11","Abiemnhom",Mar 2020,"SSD",65,351,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0114925718367698
"12","Abiemnhom",Mar 2020,"SSD",200,1081,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0353945018676585
"13","Abiemnhom",Mar 2020,"SSD",73,392,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0128350090028882
"14","Abiemnhom",Mar 2020,"SSD",49,264,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.00864398565500632
"15","Abiemnhom",Mar 2020,"SSD",204,1103,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0361148340055756
"16","Abiemnhom",Mar 2020,"SSD",65,343,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0112306328775272
"17","Abiemnhom",Mar 2020,"SSD",250,1349,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0441694570022861
"18","Abiemnhom",Mar 2020,"SSD",385,1098,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.035951122156049
"19","Abiemnhom",Mar 2020,"SSD",55,299,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.00978996860169276
"20","Abiemnhom",Mar 2020,"SSD",45,241,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0078909111471838
"21","Abiemnhom",Mar 2020,"SSD",146,791,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0258992145951136
"22","Abiemnhom",Mar 2020,"SSD",84,456,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0149305206768291
"23","Abiemnhom",Mar 2020,"SSD",58,313,NA,NA,NA,NA,NA,NA,NA,5,2,2020,30541.466695644,0.0102483617803673
"24","Akobo",Apr 2018,"SSD",2499,12589,NA,NA,NA,NA,NA,NA,NA,1,1,2018,182969.051764268,0.0688039855845091
"25","Akobo",Apr 2018,"SSD",298,1582,NA,NA,NA,NA,NA,NA,NA,1,1,2018,182969.051764268,0.00864627096629545
"26","Akobo",Apr 2018,"SSD",1124,5630,NA,NA,NA,NA,NA,NA,NA,1,1,2018,182969.051764268,0.0307702310621008
"27","Akobo",Apr 2018,"SSD",479,2407,NA,NA,NA,NA,NA,NA,NA,1,1,2018,182969.051764268,0.0131552302249514
"28","Akobo",Apr 2018,"SSD",601,3075,NA,NA,NA,NA,NA,NA,NA,1,1,2018,182969.051764268,0.0168061208731723
"29","Akobo",Apr 2018,"SSD",621,2606,NA,NA,NA,NA,NA,NA,NA,1,1,2018,182969.051764268,0.0142428458521909
"30","Akobo",Nov 2019,"SSD",545,3324,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.0181670067585121
"31","Akobo",Nov 2019,"SSD",140,729,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00398428036310328
"32","Akobo",Nov 2019,"SSD",133,811,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00443244358638787
"33","Akobo",Nov 2019,"SSD",99,584,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00319179661461223
"34","Akobo",Nov 2019,"SSD",227,1385,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00756958614938002
"35","Akobo",Nov 2019,"SSD",92,575,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00314260796815416
"36","Akobo",Nov 2019,"SSD",52,234,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00127890480790969
"37","Akobo",Nov 2019,"SSD",163,830,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00453628628446601
"38","Akobo",Nov 2019,"SSD",105,640,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00349785930368463
"39","Akobo",Nov 2019,"SSD",13,79,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.000431767007798572
"40","Akobo",Nov 2019,"SSD",11,67,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.000366182145854485
"41","Akobo",Nov 2019,"SSD",176,866,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00473304087029827
"42","Akobo",Nov 2019,"SSD",110,702,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00383671442372908
"43","Akobo",Nov 2019,"SSD",99,604,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00330110471785237
"44","Akobo",Nov 2019,"SSD",126,658,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00359623659660076
"45","Akobo",Nov 2019,"SSD",140,676,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00369461388951689
"46","Akobo",Nov 2019,"SSD",132,732,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.0040006765785893
"47","Akobo",Nov 2019,"SSD",154,939,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.0051320154471248
"48","Akobo",Nov 2019,"SSD",102,536,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00292945716683588
"49","Akobo",Nov 2019,"SSD",23,192,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00104935779110539
"50","Akobo",Nov 2019,"SSD",120,1027,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00561297110138143
"51","Akobo",Nov 2019,"SSD",12,73,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.000398974576826528
"52","Akobo",Nov 2019,"SSD",10,65,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00035525133553047
"53","Akobo",Mar 2020,"SSD",9,54,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000295131878748391
"54","Akobo",Mar 2020,"SSD",16,67,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000366182145854485
"55","Akobo",Mar 2020,"SSD",112,656,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00358530578627675
"56","Akobo",Mar 2020,"SSD",15,67,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000366182145854485
"57","Akobo",Mar 2020,"SSD",7,43,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000235012421966311
"58","Akobo",Mar 2020,"SSD",17,75,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000409905387150543
"59","Akobo",Mar 2020,"SSD",140,820,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00448163223284594
"60","Akobo",Jan 2019,"SSD",1290,7691,NA,NA,NA,NA,NA,NA,NA,39,2,2019,182969.051764268,0.0420344311009977
"61","Akobo",Jan 2019,"SSD",1066,5760,NA,NA,NA,NA,NA,NA,NA,39,2,2019,182969.051764268,0.0314807337331617
"62","Akobo",Jan 2019,"SSD",457,2348,NA,NA,NA,NA,NA,NA,NA,39,2,2019,182969.051764268,0.012832771320393
"63","Akobo",Jan 2019,"SSD",956,5337,NA,NA,NA,NA,NA,NA,NA,39,2,2019,182969.051764268,0.0291688673496326
"64","Akobo",Mar 2020,"SSD",97,398,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00217523125447888
"65","Akobo",Mar 2020,"SSD",23,120,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000655848619440869
"66","Akobo",Mar 2020,"SSD",162,931,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00508829220582874
"67","Akobo",Mar 2020,"SSD",9,77,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000420836197474557
"68","Akobo",Mar 2020,"SSD",104,634,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00346506687271259
"69","Akobo",Mar 2020,"SSD",169,556,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00303876527007602
"70","Akobo",Mar 2020,"SSD",84,518,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00283107987391975
"71","Akobo",Mar 2020,"SSD",28,89,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000486421059418644
"72","Akobo",Mar 2020,"SSD",8,95,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000519213490390688
"73","Akobo",Mar 2020,"SSD",26,80,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000437232412960579
"74","Akobo",Mar 2020,"SSD",140,780,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00426301602636565
"75","Akobo",Mar 2020,"SSD",149,891,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00486967599934845
"76","Akobo",Mar 2020,"SSD",21,89,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000486421059418644
"77","Akobo",Mar 2020,"SSD",11,67,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000366182145854485
"78","Akobo",Mar 2020,"SSD",28,151,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000825276179463093
"79","Akobo",Mar 2020,"SSD",12,55,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000300597283910398
"80","Akobo",Mar 2020,"SSD",13,79,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000431767007798572
"81","Akobo",Mar 2020,"SSD",124,756,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00413184630247747
"82","Akobo",Mar 2020,"SSD",31,122,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000666779429764883
"83","Akobo",Mar 2020,"SSD",7,43,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000235012421966311
"84","Akobo",Mar 2020,"SSD",120,720,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00393509171664521
"85","Akobo",Mar 2020,"SSD",230,1509,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00824729638946892
"86","Akobo",Mar 2020,"SSD",39,239,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00130623183371973
"87","Akobo",Mar 2020,"SSD",10,37,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000202219990994268
"88","Akobo",Mar 2020,"SSD",13,80,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000437232412960579
"89","Akobo",Mar 2020,"SSD",154,939,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.0051320154471248
"90","Akobo",Mar 2020,"SSD",10,48,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000262339447776347
"91","Akobo",Mar 2020,"SSD",12,78,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000426301602636565
"92","Akobo",Mar 2020,"SSD",110,680,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00371647551016492
"93","Akobo",Nov 2019,"SSD",31,236,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00128983561823371
"94","Akobo",Nov 2019,"SSD",8,48,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.000262339447776347
"95","Akobo",Nov 2019,"SSD",45,274,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00149752101438998
"96","Akobo",Nov 2019,"SSD",65,346,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.0018910301860545
"97","Akobo",Nov 2019,"SSD",385,1938,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.01059195520397
"98","Akobo",Mar 2020,"SSD",450,2861,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.0156365241685027
"99","Akobo",Mar 2020,"SSD",33,279,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00152484804020002
"100","Akobo",Nov 2019,"SSD",145,884,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.0048314181632144
"101","Akobo",Mar 2020,"SSD",12,73,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000398974576826528
"102","Akobo",Nov 2019,"SSD",231,1135,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00620323485887822
"103","Akobo",Nov 2019,"SSD",9,54,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.000295131878748391
"104","Akobo",Mar 2020,"SSD",8,45,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000245943232290326
"105","Akobo",Nov 2019,"SSD",136,673,NA,NA,NA,NA,NA,NA,NA,0,1,2019,182969.051764268,0.00367821767403087
"106","Akobo",Mar 2020,"SSD",36,219,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00119692373047959
"107","Akobo",Mar 2020,"SSD",18,113,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000617590783306818
"108","Akobo",Mar 2020,"SSD",63,214,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.00116959670466955
"109","Akobo",Mar 2020,"SSD",17,75,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000409905387150543
"110","Akobo",Mar 2020,"SSD",5,49,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000267804852938355
"111","Akobo",Mar 2020,"SSD",11,24,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000131169723888174
"112","Akobo",Mar 2020,"SSD",6,41,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000224081611642297
"113","Akobo",Mar 2020,"SSD",12,61,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000333389714882442
"114","Akobo",Mar 2020,"SSD",11,61,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000333389714882442
"115","Akobo",Mar 2020,"SSD",18,110,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000601194567820796
"116","Akobo",Mar 2020,"SSD",12,80,NA,NA,NA,NA,NA,NA,NA,0,1,2020,182969.051764268,0.000437232412960579
"117","Aweil East",Apr 2018,"SSD",7,40,NA,NA,NA,NA,NA,NA,NA,0,1,2018,419009.521248382,9.54632245129548e-05
"118","Aweil East",Apr 2018,"SSD",63,351,NA,NA,NA,NA,NA,NA,NA,0,1,2018,419009.521248382,0.000837689795101178
"119","Aweil East",Apr 2018,"SSD",1085,5429,NA,NA,NA,NA,NA,NA,NA,0,1,2018,419009.521248382,0.0129567461470208
"120","Aweil East",Jan 2019,"SSD",859,5429,NA,NA,NA,NA,NA,NA,NA,0,1,2019,419009.521248382,0.0129567461470208
"121","Aweil East",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,419009.521248382,0
"122","Aweil East",Apr 2018,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2018,419009.521248382,0
"123","Aweil East",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,419009.521248382,0
"124","Aweil East",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,419009.521248382,0
"125","Aweil East",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,419009.521248382,0
"126","Aweil East",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,419009.521248382,0
"127","Aweil East",Jan 2019,"SSD",20,93,NA,NA,NA,NA,NA,NA,NA,0,1,2019,419009.521248382,0.00022195199699262
"128","Aweil East",Apr 2018,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2018,419009.521248382,0
"129","Aweil East",Apr 2018,"SSD",198,1025,NA,NA,NA,NA,NA,NA,NA,0,1,2018,419009.521248382,0.00244624512814447
"130","Aweil East",Apr 2018,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2018,419009.521248382,0
"131","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"132","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"133","Aweil West",Nov 2019,"SSD",10,77,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0.000335828937772524
"134","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"135","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"136","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"137","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"138","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"139","Aweil West",Nov 2019,"SSD",165,852,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0.0037159253893791
"140","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"141","Aweil West",Nov 2019,"SSD",15,118,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0.000514646943599452
"142","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"143","Aweil West",Apr 2018,"SSD",162,844,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0.00368103407116896
"144","Aweil West",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0
"145","Aweil West",Apr 2018,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0
"146","Aweil West",Apr 2018,"SSD",326,1671,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0.0072879240911414
"147","Aweil West",Apr 2018,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0
"148","Aweil West",Apr 2018,"SSD",331,1725,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0.00752344048905979
"149","Aweil West",Apr 2018,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0
"150","Aweil West",Apr 2018,"SSD",1202,6013,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0.0262251870496907
"151","Aweil West",Apr 2018,"SSD",934,4956,NA,NA,NA,NA,NA,NA,NA,0,1,2018,229283.398002338,0.021615171631177
"152","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"153","Aweil West",Nov 2019,"SSD",17,84,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0.00036635884120639
"154","Aweil West",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0
"155","Aweil West",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0
"156","Aweil West",Nov 2019,"SSD",17,150,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0.000654212216439982
"157","Aweil West",Nov 2019,"SSD",350,2025,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0.00883186492193975
"158","Aweil West",Nov 2019,"SSD",30,191,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0.00083303022226691
"159","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"160","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"161","Aweil West",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0
"162","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"163","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"164","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"165","Aweil West",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0
"166","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"167","Aweil West",Nov 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,1,1,2019,229283.398002338,0
"168","Aweil West",Jan 2019,"SSD",45,315,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0.00137384565452396
"169","Aweil West",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0
"170","Aweil West",Jan 2019,"SSD",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0
"171","Aweil West",Jan 2019,"SSD",934,4956,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0.021615171631177
"172","Aweil West",Jan 2019,"SSD",511,2545,NA,NA,NA,NA,NA,NA,NA,0,1,2019,229283.398002338,0.0110998006055984
"173","Awerial",Mar 2018,"SSD",22858,114709,46426,68283,NA,15582,58718,38032,2377,0,1,2018,68058.05864859,1.68545800861419
"174","Bor South",Apr 2018,"SSD",390,2616,NA,NA,NA,NA,NA,NA,NA,0,1,2018,315971.201138873,0.00827923554605927
"175","Bor South",Nov 2018,"SSD",2510,16033,NA,NA,NA,NA,NA,NA,NA,3,4,2018,315971.201138873,0.0507419661735353
"176","Bor South",Apr 2018,"SSD",1048,6965,NA,NA,NA,NA,NA,NA,NA,0,1,2018,315971.201138873,0.0220431481568436
"177","Bor South",Apr 2018,"SSD",382,2112,NA,NA,NA,NA,NA,NA,NA,0,1,2018,315971.201138873,0.00668415346837812
"178","Bor South",Jan 2019,"SSD",333,1998,NA,NA,NA,NA,NA,NA,NA,5,2,2019,315971.201138873,0.00632336109366453
"179","Bor South",Nov 2018,"SSD",331,2033,NA,NA,NA,NA,NA,NA,NA,3,4,2018,315971.201138873,0.00643413068239239
"180","Bor South",Apr 2018,"SSD",321,1776,NA,NA,NA,NA,NA,NA,NA,0,1,2018,315971.201138873,0.0056207654165907
"181","Bor South",Nov 2019,"SSD",184,1104,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00349398931301584
"182","Bor South",Nov 2019,"SSD",219,1312,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00415227715459853
"183","Bor South",Apr 2018,"SSD",2358,13158,NA,NA,NA,NA,NA,NA,NA,0,1,2018,315971.201138873,0.0416430356708899
"184","Bor South",Nov 2019,"SSD",63,378,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00119631155826086
"185","Bor South",Nov 2019,"SSD",25,125,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.000395605674028061
"186","Bor South",Nov 2019,"SSD",266,1596,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00505109324599029
"187","Bor South",Nov 2019,"SSD",869,2000,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00632969078444898
"188","Bor South",Nov 2019,"SSD",22,132,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.000417759591773633
"189","Bor South",Nov 2019,"SSD",204,1204,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00381047385223829
"190","Bor South",Nov 2019,"SSD",300,1800,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00569672170600408
"191","Bor South",Nov 2019,"SSD",213,1278,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.0040446724112629
"192","Bor South",Nov 2019,"SSD",12,60,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.000189890723533469
"193","Bor South",Nov 2019,"SSD",1231,7386,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.0233755480669701
"194","Bor South",Nov 2019,"SSD",225,1350,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00427254127950306
"195","Bor South",Nov 2018,"SSD",479,2874,NA,NA,NA,NA,NA,NA,NA,3,4,2018,315971.201138873,0.00909576565725319
"196","Bor South",Nov 2019,"SSD",213,1278,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.0040446724112629
"197","Bor South",Nov 2019,"SSD",21,107,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00033863845696802
"198","Bor South",Nov 2019,"SSD",72,432,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00136721320944098
"199","Bor South",Nov 2019,"SSD",34,214,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.000677276913936041
"200","Bor South",Nov 2018,"SSD",1002,2177,NA,NA,NA,NA,NA,NA,NA,3,4,2018,315971.201138873,0.00688986841887272
"201","Bor South",Oct 2019,"SSD",2340,13104,NA,NA,NA,NA,NA,NA,NA,1,1,2019,315971.201138873,0.0414721340197097
"202","Bor South",Nov 2019,"SSD",198,1188,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.0037598363259627
"203","Bor South",Nov 2019,"SSD",451,2706,NA,NA,NA,NA,NA,NA,NA,0,1,2019,315971.201138873,0.00856407163135947
"204","Bor South",Jan 2019,"SSD",2488,14929,NA,NA,NA,NA,NA,NA,NA,5,2,2019,315971.201138873,0.0472479768605194
"205","Bor South",Jan 2019,"SSD",1445,4888,NA,NA,NA,NA,NA,NA,NA,5,2,2019,315971.201138873,0.0154697642771933
